word	chosen_tier	chosen_attested	also_fits	alternative_split	alt_stem	alt_stem_attested	suspicion
𐤄𐤑𐤐𐤅𐤍𐤄	exact	2	proclitic	𐤄 + 𐤑𐤐𐤅𐤍𐤄	𐤑𐤐𐤅𐤍𐤄	37	18.5
𐤋𐤊𐤐	exact	2	proclitic	𐤋 + 𐤊𐤐	𐤊𐤐	37	18.5
𐤄𐤉𐤑𐤀	exact	8	proclitic	𐤄 + 𐤉𐤑𐤀	𐤉𐤑𐤀	147	18.4
𐤄𐤁𐤀𐤕𐤉	exact	8	proclitic	𐤄 + 𐤁 + 𐤀𐤕𐤉	𐤀𐤕𐤉	147	18.4
𐤀𐤕𐤁𐤍𐤉	adjacent	93	particle	𐤀𐤕 + 𐤁𐤍𐤉	𐤁𐤍𐤉	1705	18.3
𐤅𐤊𐤏𐤕	exact	4	proclitic	𐤅 + 𐤊 + 𐤏𐤕	𐤏𐤕	73	18.3
𐤅𐤄𐤂𐤃	exact	4	proclitic	𐤅 + 𐤄 + 𐤂𐤃	𐤂𐤃	73	18.3
𐤋𐤉𐤌𐤉𐤌	exact	16	proclitic	𐤋 + 𐤉𐤌𐤉𐤌	𐤉𐤌𐤉𐤌	292	18.3
𐤄𐤁𐤍𐤅𐤕	exact	4	proclitic	𐤄 + 𐤁𐤍𐤅𐤕	𐤁𐤍𐤅𐤕	73	18.3
𐤄𐤅𐤔𐤌𐤅	plene	9	proclitic	𐤄 + 𐤅 + 𐤔𐤌𐤅	𐤔𐤌𐤅	164	18.2
𐤅𐤔𐤓	exact	5	proclitic	𐤅 + 𐤔𐤓	𐤔𐤓	91	18.2
𐤋𐤔𐤓	exact	5	proclitic	𐤋 + 𐤔𐤓	𐤔𐤓	91	18.2
𐤅𐤄𐤔𐤓	plene	5	proclitic	𐤅 + 𐤄 + 𐤔𐤓	𐤔𐤓	91	18.2
𐤋𐤏𐤑	exact	6	proclitic	𐤋 + 𐤏𐤑	𐤏𐤑	109	18.2
𐤅𐤁𐤉𐤕𐤅	exact	6	proclitic	𐤅 + 𐤁𐤉𐤕𐤅	𐤁𐤉𐤕𐤅	109	18.2
𐤀𐤕𐤐𐤓𐤑	adjacent	2	particle	𐤀𐤕 + 𐤐𐤓𐤑	𐤐𐤓𐤑	36	18.0
𐤁𐤁𐤕𐤉	exact	2	proclitic	𐤁 + 𐤁𐤕𐤉	𐤁𐤕𐤉	36	18.0
𐤅𐤀𐤌𐤓𐤉𐤌	exact	2	proclitic	𐤅 + 𐤀𐤌𐤓𐤉𐤌	𐤀𐤌𐤓𐤉𐤌	36	18.0
𐤄𐤀𐤌𐤓𐤕	exact	2	proclitic	𐤄 + 𐤀𐤌𐤓𐤕	𐤀𐤌𐤓𐤕	36	18.0
𐤋𐤇𐤈𐤀𐤕𐤌	exact	1	proclitic	𐤋 + 𐤇𐤈𐤀𐤕𐤌	𐤇𐤈𐤀𐤕𐤌	18	18.0
𐤊𐤓𐤑𐤅𐤍	exact	1	proclitic	𐤊 + 𐤓𐤑𐤅𐤍	𐤓𐤑𐤅𐤍	18	18.0
𐤋𐤀𐤃𐤌𐤄	exact	1	proclitic	𐤋 + 𐤀𐤃𐤌𐤄	𐤀𐤃𐤌𐤄	18	18.0
𐤀𐤔𐤓𐤄𐤌	plene	1	adjacent	𐤀𐤔𐤓 + 𐤄𐤌	𐤀𐤔𐤓	18	18.0
𐤁𐤋𐤔𐤅𐤍	exact	2	proclitic	𐤁 + 𐤋𐤔𐤅𐤍	𐤋𐤔𐤅𐤍	36	18.0
𐤅𐤉𐤇𐤉𐤄	exact	2	proclitic	𐤅 + 𐤉𐤇𐤉𐤄	𐤉𐤇𐤉𐤄	36	18.0
𐤅𐤀𐤍𐤉𐤅𐤕	exact	1	proclitic	𐤅 + 𐤀𐤍𐤉𐤅𐤕	𐤀𐤍𐤉𐤅𐤕	18	18.0
𐤅𐤋𐤓𐤀𐤅𐤕	exact	3	proclitic	𐤅 + 𐤋𐤓𐤀𐤅𐤕	𐤋𐤓𐤀𐤅𐤕	54	18.0
𐤄𐤅𐤇𐤉𐤋𐤅	plene	1	proclitic	𐤄 + 𐤅 + 𐤇𐤉𐤋𐤅	𐤇𐤉𐤋𐤅	18	18.0
𐤁𐤓𐤑𐤅𐤍	exact	1	proclitic	𐤁 + 𐤓𐤑𐤅𐤍	𐤓𐤑𐤅𐤍	18	18.0
𐤄𐤓𐤑𐤅𐤍	plene	1	proclitic	𐤄 + 𐤓𐤑𐤅𐤍	𐤓𐤑𐤅𐤍	18	18.0
𐤅𐤉𐤔𐤋𐤌	exact	2	proclitic	𐤅 + 𐤉𐤔𐤋𐤌	𐤉𐤔𐤋𐤌	36	18.0
𐤁𐤆𐤅𐤍𐤄	exact	1	proclitic	𐤁 + 𐤆𐤅𐤍𐤄	𐤆𐤅𐤍𐤄	18	18.0
𐤀𐤕𐤄𐤂𐤅𐤉𐤌	adjacent	10	particle	𐤀𐤕 + 𐤄𐤂𐤅𐤉𐤌	𐤄𐤂𐤅𐤉𐤌	180	18.0
𐤅𐤓𐤑𐤅𐤍	exact	1	proclitic	𐤅 + 𐤓𐤑𐤅𐤍	𐤓𐤑𐤅𐤍	18	18.0
𐤅𐤁𐤓𐤑𐤅𐤍	plene	1	proclitic	𐤅 + 𐤁 + 𐤓𐤑𐤅𐤍	𐤓𐤑𐤅𐤍	18	18.0
𐤁𐤊𐤅𐤎	plene	1	proclitic	𐤁 + 𐤊𐤅𐤎	𐤊𐤅𐤎	18	18.0
𐤄𐤏𐤅𐤋𐤌	exact	12	proclitic	𐤄 + 𐤏𐤅𐤋𐤌	𐤏𐤅𐤋𐤌	214	17.8
𐤊𐤔𐤋𐤔𐤕	exact	4	proclitic	𐤊 + 𐤔𐤋𐤔𐤕	𐤔𐤋𐤔𐤕	71	17.8
𐤄𐤔𐤍𐤄	exact	24	proclitic	𐤄 + 𐤔𐤍𐤄	𐤔𐤍𐤄	425	17.7
𐤄𐤀𐤐	exact	10	proclitic	𐤄 + 𐤀𐤐	𐤀𐤐	177	17.7
𐤁𐤃𐤁𐤓	exact	45	proclitic	𐤁 + 𐤃𐤁𐤓	𐤃𐤁𐤓	796	17.7
𐤅𐤁𐤏𐤆	exact	3	proclitic	𐤅 + 𐤁 + 𐤏𐤆	𐤏𐤆	53	17.7
𐤁𐤔𐤔	exact	6	proclitic	𐤁 + 𐤔𐤔	𐤔𐤔	106	17.7
𐤅𐤁𐤍𐤅	exact	16	proclitic	𐤅 + 𐤁𐤍𐤅	𐤁𐤍𐤅	282	17.6
𐤁𐤀𐤓𐤅𐤍	exact	7	proclitic	𐤁 + 𐤀𐤓𐤅𐤍	𐤀𐤓𐤅𐤍	123	17.6
𐤌𐤄𐤉𐤏𐤔𐤄	adjacent	9	proclitic	𐤌 + 𐤄 + 𐤉𐤏𐤔𐤄	𐤉𐤏𐤔𐤄	158	17.6
𐤅𐤐𐤍𐤉	exact	20	proclitic	𐤅 + 𐤐𐤍𐤉	𐤐𐤍𐤉	351	17.6
𐤁𐤈𐤅𐤁	exact	17	proclitic	𐤁 + 𐤈𐤅𐤁	𐤈𐤅𐤁	298	17.5
𐤌𐤏𐤋𐤉𐤅	exact	23	proclitic	𐤌 + 𐤏𐤋𐤉𐤅	𐤏𐤋𐤉𐤅	403	17.5
𐤅𐤉𐤄𐤅𐤃𐤄	exact	39	proclitic	𐤅 + 𐤉𐤄𐤅𐤃𐤄	𐤉𐤄𐤅𐤃𐤄	683	17.5
𐤀𐤕𐤄𐤉𐤔𐤓	adjacent	2	particle	𐤀𐤕 + 𐤄𐤉𐤔𐤓	𐤄𐤉𐤔𐤓	35	17.5
𐤁𐤉𐤌𐤉𐤍	exact	2	proclitic	𐤁 + 𐤉𐤌𐤉𐤍	𐤉𐤌𐤉𐤍	35	17.5
𐤅𐤀𐤁𐤅𐤕	exact	2	proclitic	𐤅 + 𐤀𐤁𐤅𐤕	𐤀𐤁𐤅𐤕	35	17.5
𐤋𐤀𐤁𐤅𐤕	exact	2	proclitic	𐤋 + 𐤀𐤁𐤅𐤕	𐤀𐤁𐤅𐤕	35	17.5
𐤁𐤔𐤐𐤕𐤉	exact	2	proclitic	𐤁 + 𐤔𐤐𐤕𐤉	𐤔𐤐𐤕𐤉	35	17.5
𐤊𐤋𐤌𐤕	exact	4	proclitic	𐤊 + 𐤋 + 𐤌𐤕	𐤌𐤕	70	17.5
𐤋𐤄𐤓𐤏	exact	8	proclitic	𐤋 + 𐤄 + 𐤓𐤏	𐤓𐤏	139	17.4
𐤋𐤁𐤋𐤅𐤉	plene	3	proclitic	𐤋 + 𐤁 + 𐤋𐤅𐤉	𐤋𐤅𐤉	52	17.3
𐤅𐤔𐤁𐤅	exact	21	proclitic	𐤅 + 𐤔 + 𐤁𐤅	𐤁𐤅	364	17.3
𐤅𐤊𐤎𐤀	exact	3	proclitic	𐤅 + 𐤊𐤎𐤀	𐤊𐤎𐤀	52	17.3
𐤅𐤄𐤏𐤌	exact	43	proclitic	𐤅 + 𐤄𐤏𐤌	𐤄𐤏𐤌	743	17.3
𐤅𐤋𐤀𐤋𐤉	plene	27	proclitic	𐤅 + 𐤋 + 𐤀𐤋𐤉	𐤀𐤋𐤉	466	17.3
𐤅𐤕𐤏𐤔𐤅	exact	4	proclitic	𐤅 + 𐤕𐤏𐤔𐤅	𐤕𐤏𐤔𐤅	69	17.3
𐤅𐤏𐤅𐤃	exact	23	proclitic	𐤅 + 𐤏𐤅𐤃	𐤏𐤅𐤃	395	17.2
𐤋𐤀𐤓𐤁𐤏	exact	6	proclitic	𐤋 + 𐤀𐤓𐤁𐤏	𐤀𐤓𐤁𐤏	103	17.2
𐤅𐤋𐤀𐤓𐤁𐤏	plene	6	proclitic	𐤅 + 𐤋 + 𐤀𐤓𐤁𐤏	𐤀𐤓𐤁𐤏	103	17.2
𐤌𐤏𐤔𐤓	exact	16	proclitic	𐤌 + 𐤏𐤔𐤓	𐤏𐤔𐤓	274	17.1
𐤋𐤍𐤐𐤔𐤉	exact	10	proclitic	𐤋 + 𐤍𐤐𐤔𐤉	𐤍𐤐𐤔𐤉	171	17.1
𐤌𐤏𐤋𐤉𐤄𐤌	exact	13	proclitic	𐤌 + 𐤏𐤋𐤉𐤄𐤌	𐤏𐤋𐤉𐤄𐤌	222	17.1
𐤀𐤕𐤏𐤆𐤉𐤄𐤅	adjacent	1	particle	𐤀𐤕 + 𐤏𐤆𐤉𐤄𐤅	𐤏𐤆𐤉𐤄𐤅	17	17.0
𐤋𐤄𐤐𐤊	exact	1	proclitic	𐤋 + 𐤄𐤐𐤊	𐤄𐤐𐤊	17	17.0
𐤀𐤕𐤄𐤄𐤌𐤅𐤍	adjacent	1	particle	𐤀𐤕 + 𐤄𐤄𐤌𐤅𐤍	𐤄𐤄𐤌𐤅𐤍	17	17.0
𐤀𐤕𐤄𐤋𐤇𐤌	adjacent	1	particle	𐤀𐤕 + 𐤄𐤋𐤇𐤌	𐤄𐤋𐤇𐤌	17	17.0
𐤅𐤁𐤁𐤒𐤓	exact	7	proclitic	𐤅 + 𐤁 + 𐤁𐤒𐤓	𐤁𐤒𐤓	119	17.0
𐤏𐤋𐤁𐤍𐤉	plene	1	adjacent	𐤏𐤋 + 𐤁𐤍𐤉	𐤁𐤍𐤉	17	17.0
𐤅𐤁𐤑𐤅𐤌	exact	1	proclitic	𐤅 + 𐤁 + 𐤑𐤅𐤌	𐤑𐤅𐤌	17	17.0
𐤅𐤓𐤂𐤋𐤉𐤅	exact	2	proclitic	𐤅 + 𐤓𐤂𐤋𐤉𐤅	𐤓𐤂𐤋𐤉𐤅	34	17.0
𐤄𐤊𐤕𐤅𐤁𐤉𐤌	exact	3	proclitic	𐤄 + 𐤊𐤕𐤅𐤁𐤉𐤌	𐤊𐤕𐤅𐤁𐤉𐤌	51	17.0
𐤋𐤑𐤅𐤌	plene	1	proclitic	𐤋 + 𐤑𐤅𐤌	𐤑𐤅𐤌	17	17.0
𐤁𐤌𐤋𐤀𐤕	plene	1	proclitic	𐤁 + 𐤌𐤋𐤀𐤕	𐤌𐤋𐤀𐤕	17	17.0
𐤅𐤀𐤇𐤉𐤊𐤌	exact	2	proclitic	𐤅 + 𐤀𐤇𐤉𐤊𐤌	𐤀𐤇𐤉𐤊𐤌	34	17.0
𐤄𐤉𐤓𐤃	exact	3	proclitic	𐤄 + 𐤉𐤓𐤃	𐤉𐤓𐤃	51	17.0
𐤌𐤑𐤀𐤍𐤉	exact	1	proclitic	𐤌 + 𐤑𐤀𐤍𐤉	𐤑𐤀𐤍𐤉	17	17.0
𐤋𐤀𐤓𐤁𐤏𐤄	exact	4	proclitic	𐤋 + 𐤀𐤓𐤁𐤏𐤄	𐤀𐤓𐤁𐤏𐤄	68	17.0
𐤅𐤋𐤌𐤅𐤔𐤉𐤏	plene	1	proclitic	𐤅 + 𐤋 + 𐤌𐤅𐤔𐤉𐤏	𐤌𐤅𐤔𐤉𐤏	17	17.0
𐤅𐤕𐤂𐤋𐤄	exact	1	proclitic	𐤅 + 𐤕𐤂𐤋𐤄	𐤕𐤂𐤋𐤄	17	17.0
𐤅𐤁𐤌𐤋𐤀𐤕	exact	1	proclitic	𐤅 + 𐤁 + 𐤌𐤋𐤀𐤕	𐤌𐤋𐤀𐤕	17	17.0
𐤀𐤕𐤏𐤍𐤉	adjacent	3	particle	𐤀𐤕 + 𐤏𐤍𐤉	𐤏𐤍𐤉	51	17.0
𐤅𐤕𐤓𐤀𐤄	exact	2	proclitic	𐤅 + 𐤕𐤓𐤀𐤄	𐤕𐤓𐤀𐤄	34	17.0
𐤀𐤕𐤄𐤌𐤒𐤃𐤔	adjacent	1	particle	𐤀𐤕 + 𐤄𐤌𐤒𐤃𐤔	𐤄𐤌𐤒𐤃𐤔	17	17.0
𐤅𐤆𐤌𐤓𐤅	exact	1	proclitic	𐤅 + 𐤆𐤌𐤓𐤅	𐤆𐤌𐤓𐤅	17	17.0
𐤄𐤌𐤅𐤔𐤉𐤏	exact	1	proclitic	𐤄 + 𐤌𐤅𐤔𐤉𐤏	𐤌𐤅𐤔𐤉𐤏	17	17.0
𐤄𐤇𐤑𐤉𐤓	exact	1	proclitic	𐤄 + 𐤇𐤑𐤉𐤓	𐤇𐤑𐤉𐤓	17	17.0
𐤅𐤈𐤁𐤏𐤕	exact	1	proclitic	𐤅 + 𐤈𐤁𐤏𐤕	𐤈𐤁𐤏𐤕	17	17.0
𐤁𐤍𐤇𐤋𐤕	exact	2	proclitic	𐤁 + 𐤍𐤇𐤋𐤕	𐤍𐤇𐤋𐤕	34	17.0
𐤀𐤕𐤄𐤄𐤋𐤊𐤉𐤌	adjacent	1	particle	𐤀𐤕 + 𐤄𐤄𐤋𐤊𐤉𐤌	𐤄𐤄𐤋𐤊𐤉𐤌	17	17.0
𐤊𐤔𐤒	plene	1	proclitic	𐤊 + 𐤔𐤒	𐤔𐤒	17	17.0
𐤋𐤌𐤉	exact	23	proclitic	𐤋 + 𐤌𐤉	𐤌𐤉	390	17.0
𐤊𐤋𐤂𐤅𐤉𐤌	adjacent	8	proclitic	𐤊 + 𐤋 + 𐤂𐤅𐤉𐤌	𐤂𐤅𐤉𐤌	135	16.9
𐤅𐤐𐤕𐤇	exact	8	proclitic	𐤅 + 𐤐𐤕𐤇	𐤐𐤕𐤇	135	16.9
𐤅𐤌𐤒𐤅𐤌	exact	5	proclitic	𐤅 + 𐤌𐤒𐤅𐤌	𐤌𐤒𐤅𐤌	84	16.8
𐤊𐤊𐤄	exact	33	proclitic	𐤊 + 𐤊𐤄	𐤊𐤄	554	16.8
𐤊𐤌𐤋𐤀𐤊	exact	4	proclitic	𐤊 + 𐤌𐤋𐤀𐤊	𐤌𐤋𐤀𐤊	67	16.8
𐤀𐤕𐤔𐤏𐤓	adjacent	8	particle	𐤀𐤕 + 𐤔𐤏𐤓	𐤔𐤏𐤓	134	16.8
𐤁𐤌𐤄	exact	27	proclitic	𐤁 + 𐤌𐤄	𐤌𐤄	451	16.7
𐤋𐤀𐤃𐤍𐤉	exact	36	proclitic	𐤋 + 𐤀𐤃𐤍𐤉	𐤀𐤃𐤍𐤉	601	16.7
𐤅𐤄𐤏𐤉𐤓	exact	19	proclitic	𐤅 + 𐤄𐤏𐤉𐤓	𐤄𐤏𐤉𐤓	317	16.7
𐤅𐤀𐤁𐤉𐤄	exact	3	proclitic	𐤅 + 𐤀𐤁𐤉𐤄	𐤀𐤁𐤉𐤄	50	16.7
𐤅𐤈𐤅𐤁𐤄	exact	3	proclitic	𐤅 + 𐤈𐤅𐤁𐤄	𐤈𐤅𐤁𐤄	50	16.7
𐤅𐤏𐤆𐤉𐤌	exact	3	proclitic	𐤅 + 𐤏𐤆𐤉𐤌	𐤏𐤆𐤉𐤌	50	16.7
𐤁𐤀𐤇𐤃	exact	30	proclitic	𐤁 + 𐤀𐤇𐤃	𐤀𐤇𐤃	498	16.6
𐤅𐤁𐤋𐤉𐤋𐤄	exact	5	proclitic	𐤅 + 𐤁 + 𐤋𐤉𐤋𐤄	𐤋𐤉𐤋𐤄	83	16.6
𐤌𐤏𐤋	exact	216	proclitic	𐤌 + 𐤏𐤋	𐤏𐤋	3565	16.5
𐤀𐤕𐤄𐤀𐤇𐤃	adjacent	6	particle	𐤀𐤕 + 𐤄𐤀𐤇𐤃	𐤄𐤀𐤇𐤃	99	16.5
𐤀𐤕𐤌𐤋𐤊𐤅𐤕	adjacent	2	particle	𐤀𐤕 + 𐤌𐤋𐤊𐤅𐤕	𐤌𐤋𐤊𐤅𐤕	33	16.5
𐤊𐤒𐤅𐤋	exact	10	proclitic	𐤊 + 𐤒𐤅𐤋	𐤒𐤅𐤋	165	16.5
𐤅𐤄𐤏𐤋𐤄	exact	10	proclitic	𐤅 + 𐤄 + 𐤏𐤋𐤄	𐤏𐤋𐤄	165	16.5
𐤌𐤇𐤉𐤕	exact	2	proclitic	𐤌 + 𐤇𐤉𐤕	𐤇𐤉𐤕	33	16.5
𐤁𐤏𐤁𐤃𐤕	exact	2	proclitic	𐤁 + 𐤏𐤁𐤃𐤕	𐤏𐤁𐤃𐤕	33	16.5
𐤅𐤁𐤌𐤋𐤊𐤅𐤕	exact	2	proclitic	𐤅 + 𐤁 + 𐤌𐤋𐤊𐤅𐤕	𐤌𐤋𐤊𐤅𐤕	33	16.5
𐤅𐤊𐤒𐤅𐤋	plene	10	proclitic	𐤅 + 𐤊 + 𐤒𐤅𐤋	𐤒𐤅𐤋	165	16.5
𐤌𐤄𐤅𐤌𐤄	exact	5	proclitic	𐤌 + 𐤄 + 𐤅𐤌𐤄	𐤅𐤌𐤄	82	16.4
𐤅𐤁𐤏𐤉𐤍𐤉	exact	10	proclitic	𐤅 + 𐤁𐤏𐤉𐤍𐤉	𐤁𐤏𐤉𐤍𐤉	164	16.4
𐤅𐤉𐤅𐤌𐤌	exact	3	proclitic	𐤅 + 𐤉𐤅𐤌𐤌	𐤉𐤅𐤌𐤌	49	16.3
𐤌𐤏𐤁𐤃𐤉𐤅	exact	6	proclitic	𐤌 + 𐤏𐤁𐤃𐤉𐤅	𐤏𐤁𐤃𐤉𐤅	98	16.3
𐤅𐤊𐤇	exact	3	proclitic	𐤅 + 𐤊𐤇	𐤊𐤇	49	16.3
𐤄𐤊𐤇	plene	3	proclitic	𐤄 + 𐤊𐤇	𐤊𐤇	49	16.3
𐤊𐤋𐤏𐤁𐤃𐤉𐤅	adjacent	6	proclitic	𐤊 + 𐤋 + 𐤏𐤁𐤃𐤉𐤅	𐤏𐤁𐤃𐤉𐤅	98	16.3
𐤌𐤊𐤄	exact	34	proclitic	𐤌 + 𐤊𐤄	𐤊𐤄	554	16.3
𐤅𐤓𐤀𐤔𐤅	exact	4	proclitic	𐤅 + 𐤓𐤀𐤔𐤅	𐤓𐤀𐤔𐤅	65	16.3
𐤅𐤁𐤍𐤉𐤌	exact	9	proclitic	𐤅 + 𐤁𐤍𐤉𐤌	𐤁𐤍𐤉𐤌	146	16.2
𐤅𐤏𐤋𐤉	exact	15	proclitic	𐤅 + 𐤏𐤋𐤉	𐤏𐤋𐤉	243	16.2
𐤌𐤀𐤕𐤊	exact	8	proclitic	𐤌 + 𐤀𐤕𐤊	𐤀𐤕𐤊	129	16.1
𐤅𐤉𐤅𐤌	exact	15	proclitic	𐤅 + 𐤉𐤅𐤌	𐤉𐤅𐤌	241	16.1
𐤔𐤀𐤅	exact	20	proclitic	𐤔 + 𐤀𐤅	𐤀𐤅	321	16.1
𐤅𐤉𐤅𐤓𐤌	exact	1	proclitic	𐤅 + 𐤉𐤅𐤓𐤌	𐤉𐤅𐤓𐤌	16	16.0
𐤋𐤔𐤋𐤇𐤄	exact	1	proclitic	𐤋 + 𐤔𐤋𐤇𐤄	𐤔𐤋𐤇𐤄	16	16.0
𐤀𐤕𐤐𐤉𐤄𐤅	adjacent	1	particle	𐤀𐤕 + 𐤐𐤉𐤄𐤅	𐤐𐤉𐤄𐤅	16	16.0
𐤋𐤊𐤋𐤀𐤋𐤄	adjacent	1	proclitic	𐤋 + 𐤊 + 𐤋𐤀𐤋𐤄	𐤋𐤀𐤋𐤄	16	16.0
𐤀𐤕𐤏𐤐𐤓	adjacent	3	particle	𐤀𐤕 + 𐤏𐤐𐤓	𐤏𐤐𐤓	48	16.0
𐤅𐤄𐤔𐤈𐤍	exact	1	proclitic	𐤅 + 𐤄𐤔𐤈𐤍	𐤄𐤔𐤈𐤍	16	16.0
𐤅𐤋𐤔𐤋𐤇𐤄	plene	1	proclitic	𐤅 + 𐤋 + 𐤔𐤋𐤇𐤄	𐤔𐤋𐤇𐤄	16	16.0
𐤅𐤁𐤓𐤂𐤏	exact	1	proclitic	𐤅 + 𐤁 + 𐤓𐤂𐤏	𐤓𐤂𐤏	16	16.0
𐤅𐤊𐤋𐤀𐤋𐤄	adjacent	1	proclitic	𐤅 + 𐤊 + 𐤋𐤀𐤋𐤄	𐤋𐤀𐤋𐤄	16	16.0
𐤋𐤇𐤂	exact	2	proclitic	𐤋 + 𐤇𐤂	𐤇𐤂	32	16.0
𐤀𐤕𐤄𐤓𐤏𐤄	adjacent	6	particle	𐤀𐤕 + 𐤄𐤓𐤏𐤄	𐤄𐤓𐤏𐤄	96	16.0
𐤄𐤉𐤒𐤓	exact	1	proclitic	𐤄 + 𐤉𐤒𐤓	𐤉𐤒𐤓	16	16.0
𐤅𐤌𐤎𐤁𐤉𐤁𐤅𐤕	exact	1	proclitic	𐤅 + 𐤌 + 𐤎𐤁𐤉𐤁𐤅𐤕	𐤎𐤁𐤉𐤁𐤅𐤕	16	16.0
𐤅𐤌𐤈𐤅𐤕	exact	1	proclitic	𐤅 + 𐤌𐤈𐤅𐤕	𐤌𐤈𐤅𐤕	16	16.0
𐤁𐤌𐤋𐤇	exact	1	proclitic	𐤁 + 𐤌𐤋𐤇	𐤌𐤋𐤇	16	16.0
𐤀𐤕𐤌𐤓𐤉𐤌	adjacent	1	particle	𐤀𐤕 + 𐤌𐤓𐤉𐤌	𐤌𐤓𐤉𐤌	16	16.0
𐤁𐤓𐤂𐤏	exact	1	proclitic	𐤁 + 𐤓𐤂𐤏	𐤓𐤂𐤏	16	16.0
𐤌𐤐𐤉𐤄𐤅	exact	1	proclitic	𐤌 + 𐤐𐤉𐤄𐤅	𐤐𐤉𐤄𐤅	16	16.0
𐤁𐤊𐤋𐤉𐤄𐤅𐤃𐤄	adjacent	2	proclitic	𐤁 + 𐤊 + 𐤋𐤉𐤄𐤅𐤃𐤄	𐤋𐤉𐤄𐤅𐤃𐤄	32	16.0
𐤅𐤀𐤁𐤅𐤕𐤉𐤊𐤌	exact	2	proclitic	𐤅 + 𐤀𐤁𐤅𐤕𐤉𐤊𐤌	𐤀𐤁𐤅𐤕𐤉𐤊𐤌	32	16.0
𐤀𐤕𐤏𐤂𐤋	adjacent	1	particle	𐤀𐤕 + 𐤏𐤂𐤋	𐤏𐤂𐤋	16	16.0
𐤋𐤔𐤌𐤇	exact	1	proclitic	𐤋 + 𐤔𐤌𐤇	𐤔𐤌𐤇	16	16.0
𐤅𐤋𐤔𐤌𐤇	exact	1	proclitic	𐤅 + 𐤋 + 𐤔𐤌𐤇	𐤔𐤌𐤇	16	16.0
𐤅𐤉𐤀𐤉𐤓	exact	1	proclitic	𐤅 + 𐤉𐤀𐤉𐤓	𐤉𐤀𐤉𐤓	16	16.0
𐤅𐤏𐤁𐤓𐤉	exact	1	proclitic	𐤅 + 𐤏𐤁𐤓𐤉	𐤏𐤁𐤓𐤉	16	16.0
𐤅𐤄𐤔𐤁𐤕	exact	3	proclitic	𐤅 + 𐤄𐤔𐤁𐤕	𐤄𐤔𐤁𐤕	48	16.0
𐤄𐤔𐤋𐤇	exact	9	proclitic	𐤄 + 𐤔𐤋𐤇	𐤔𐤋𐤇	144	16.0
𐤅𐤓𐤂𐤏	exact	1	proclitic	𐤅 + 𐤓𐤂𐤏	𐤓𐤂𐤏	16	16.0
𐤋𐤄𐤓𐤁𐤅𐤕	exact	2	proclitic	𐤋 + 𐤄 + 𐤓𐤁𐤅𐤕	𐤓𐤁𐤅𐤕	32	16.0
𐤅𐤂𐤅𐤉	exact	4	proclitic	𐤅 + 𐤂𐤅𐤉	𐤂𐤅𐤉	64	16.0
𐤊𐤀𐤁𐤅𐤕𐤉𐤊𐤌	exact	2	proclitic	𐤊 + 𐤀𐤁𐤅𐤕𐤉𐤊𐤌	𐤀𐤁𐤅𐤕𐤉𐤊𐤌	32	16.0
𐤅𐤄𐤏𐤃𐤉𐤌	plene	1	proclitic	𐤅 + 𐤄 + 𐤏𐤃𐤉𐤌	𐤏𐤃𐤉𐤌	16	16.0
𐤌𐤒𐤓𐤅𐤁	exact	2	proclitic	𐤌 + 𐤒𐤓𐤅𐤁	𐤒𐤓𐤅𐤁	32	16.0
𐤅𐤆𐤊𐤓𐤅	exact	1	proclitic	𐤅 + 𐤆𐤊𐤓𐤅	𐤆𐤊𐤓𐤅	16	16.0
𐤀𐤕𐤊𐤋𐤉	adjacent	8	particle	𐤀𐤕 + 𐤊𐤋𐤉	𐤊𐤋𐤉	128	16.0
𐤋𐤔𐤓𐤔	plene	1	proclitic	𐤋 + 𐤔 + 𐤓𐤔	𐤓𐤔	16	16.0
𐤁𐤌𐤓𐤉𐤌	exact	1	proclitic	𐤁 + 𐤌𐤓𐤉𐤌	𐤌𐤓𐤉𐤌	16	16.0
𐤄𐤇𐤊𐤌𐤉𐤌	exact	2	proclitic	𐤄 + 𐤇𐤊𐤌𐤉𐤌	𐤇𐤊𐤌𐤉𐤌	32	16.0
𐤋𐤀𐤇	exact	1	proclitic	𐤋 + 𐤀𐤇	𐤀𐤇	16	16.0
𐤁𐤂𐤃𐤋	exact	1	proclitic	𐤁 + 𐤂𐤃𐤋	𐤂𐤃𐤋	16	16.0
𐤄𐤌𐤓𐤁𐤄	exact	3	proclitic	𐤄 + 𐤌 + 𐤓𐤁𐤄	𐤓𐤁𐤄	48	16.0
𐤅𐤄𐤃𐤋𐤉𐤌	plene	1	proclitic	𐤅 + 𐤄 + 𐤃𐤋𐤉𐤌	𐤃𐤋𐤉𐤌	16	16.0
𐤄𐤂𐤃𐤓	plene	1	proclitic	𐤄 + 𐤂𐤃𐤓	𐤂𐤃𐤓	16	16.0
𐤊𐤋𐤕𐤅𐤏𐤁𐤄	adjacent	1	proclitic	𐤊 + 𐤋 + 𐤕𐤅𐤏𐤁𐤄	𐤕𐤅𐤏𐤁𐤄	16	16.0
𐤌𐤊𐤋𐤀𐤋𐤄	adjacent	1	proclitic	𐤌 + 𐤊 + 𐤋𐤀𐤋𐤄	𐤋𐤀𐤋𐤄	16	16.0
